SalePrice,Overall Qual,Exter Qual,Gr Liv Area,Kitchen Qual,Garage Cars,Garage Area,Total Bsmt SF
263435,8,3,1935,2,2.0,552.0,832.0
167900,6,2,1116,2,2.0,528.0,1116.0
158000,7,2,1193,2,2.0,506.0,1176.0
165000,6,2,1350,2,2.0,478.0,1064.0
156000,6,2,1026,3,2.0,440.0,1026.0
76500,4,2,864,2,2.0,576.0,864.0
120500,4,2,864,3,2.0,660.0,864.0
124500,4,2,864,2,2.0,463.0,864.0
97000,4,2,864,2,2.0,576.0,864.0
130000,4,2,864,2,2.0,576.0,864.0
111000,6,2,987,2,1.0,264.0,483.0
125000,5,2,1365,2,2.0,440.0,765.0
112000,5,2,1302,2,1.0,280.0,630.0
97000,6,2,987,2,1.0,288.0,483.0
118000,6,2,987,3,1.0,264.0,483.0
119500,5,2,1302,2,1.0,264.0,630.0
146000,6,2,1548,2,2.0,440.0,804.0
148500,6,2,1456,2,2.0,440.0,855.0
123000,7,2,1055,2,2.0,440.0,1057.0
147000,6,2,1322,2,2.0,440.0,855.0
137900,6,2,1456,2,2.0,440.0,855.0
147000,6,2,1548,2,2.0,440.0,804.0
148500,6,2,1441,2,2.0,440.0,855.0
138000,6,3,1456,2,2.0,440.0,855.0
128500,7,2,836,2,1.0,345.0,836.0
100000,5,2,892,2,1.0,288.0,892.0
337500,10,4,1718,4,3.0,786.0,1700.0
462000,9,4,2772,4,3.0,754.0,1776.0
485000,9,4,3140,4,3.0,820.0,1926.0
555000,10,4,2402,4,3.0,672.0,3094.0
325000,9,3,1652,4,2.0,840.0,1652.0
256300,8,3,1600,3,3.0,890.0,1566.0
253293,8,4,2042,4,3.0,1390.0,2042.0
398800,9,3,2690,4,3.0,864.0,1365.0
335000,9,4,2184,4,3.0,836.0,1104.0
404000,9,4,2020,4,3.0,896.0,2020.0
402861,10,4,2020,4,3.0,900.0,2006.0
451950,10,4,2296,4,3.0,842.0,1722.0
610000,10,4,2674,4,3.0,762.0,2630.0
582933,9,4,2822,4,3.0,1020.0,1734.0
360000,9,4,1736,4,3.0,834.0,1736.0
296000,8,3,1782,3,3.0,932.0,1782.0
409900,8,3,2520,4,3.0,640.0,1508.0
255500,8,3,1717,3,3.0,908.0,1709.0
335000,9,4,1743,4,3.0,927.0,1739.0
274900,8,3,1713,4,3.0,856.0,1713.0
300000,9,3,1531,4,3.0,700.0,1504.0
324000,9,4,1808,4,3.0,850.0,1774.0
350000,9,3,2224,4,3.0,738.0,1462.0
280000,8,3,1836,3,3.0,862.0,1836.0
284000,8,3,1629,3,3.0,880.0,3206.0
269500,7,3,1760,3,2.0,583.0,1760.0
233170,7,3,1502,3,2.0,644.0,1502.0
386250,10,4,2392,4,3.0,968.0,2392.0
445000,9,3,2452,4,3.0,886.0,2452.0
290000,8,3,2400,3,3.0,730.0,1082.0
255900,8,3,1606,3,3.0,871.0,1598.0
213000,6,3,1358,3,2.0,484.0,1358.0
196000,6,3,1306,3,2.0,624.0,1306.0
184500,6,3,1306,3,2.0,624.0,1306.0
212500,7,3,1358,3,2.0,484.0,1350.0
230000,7,3,1314,3,2.0,626.0,1314.0
552000,10,4,2492,4,3.0,949.0,2492.0
382500,8,3,2200,4,3.0,685.0,2200.0
320000,9,4,1884,4,2.0,649.0,1884.0
248500,9,4,1456,4,2.0,539.0,1451.0
286500,8,3,1712,3,3.0,701.0,1712.0
254000,8,3,1324,3,2.0,550.0,1324.0
173000,7,3,1405,3,2.0,478.0,1405.0
173000,7,3,1626,3,2.0,474.0,764.0
184000,7,3,1456,3,2.0,390.0,728.0
167800,6,3,1490,3,2.0,392.0,745.0
174000,6,3,1484,3,2.0,390.0,742.0
174000,6,3,1560,3,2.0,400.0,684.0
174000,7,3,1555,3,3.0,660.0,1373.0
175900,7,3,1569,3,3.0,660.0,1386.0
192500,7,3,1555,3,2.0,430.0,1373.0
181000,7,3,1504,3,2.0,457.0,1346.0
180000,7,3,1220,3,2.0,397.0,1220.0
160200,7,3,1145,3,2.0,397.0,1145.0
188500,7,3,1432,3,2.0,432.0,716.0
170000,7,3,1374,3,2.0,400.0,384.0
189500,7,3,1630,3,2.0,436.0,868.0
195500,7,3,1594,3,2.0,434.0,846.0
207500,7,3,1314,3,2.0,626.0,1314.0
167000,7,3,1374,3,2.0,400.0,384.0
179000,6,2,1800,2,2.0,463.0,982.0
190000,6,2,1514,2,2.0,394.0,794.0
156000,7,2,1430,2,2.0,400.0,384.0
168000,7,2,1430,2,2.0,410.0,384.0
337000,8,3,2365,3,3.0,856.0,1252.0
403000,8,3,2794,4,3.0,810.0,1462.0
327000,8,3,2687,3,3.0,810.0,1455.0
336000,8,3,2612,3,3.0,676.0,1225.0
265000,7,3,2344,3,3.0,889.0,1264.0
260000,7,3,2646,3,3.0,656.0,1347.0
260000,7,3,2061,3,2.0,647.0,1070.0
402000,8,3,2448,3,3.0,711.0,1629.0
244600,8,3,1468,3,3.0,898.0,1468.0
275000,8,3,1696,3,3.0,972.0,1696.0
257500,8,3,1658,3,3.0,726.0,1614.0
287090,8,3,1578,4,3.0,840.0,1573.0
275500,8,3,1702,3,3.0,844.0,1702.0
245000,8,3,1432,3,2.0,492.0,1422.0
253000,7,3,1971,3,2.0,689.0,1113.0
468000,9,4,2490,4,3.0,795.0,2458.0
252678,7,2,1852,3,2.0,644.0,900.0
210000,8,3,1590,3,2.0,676.0,768.0
208300,6,3,1218,3,2.0,676.0,1218.0
229456,8,3,1314,3,2.0,552.0,1300.0
229800,7,3,1402,3,2.0,625.0,1402.0
250000,9,3,1530,3,3.0,984.0,1530.0
370878,9,4,1766,4,3.0,478.0,1766.0
238500,8,3,1448,3,2.0,692.0,1372.0
310000,10,4,2007,4,3.0,812.0,1017.0
270000,8,3,1795,3,3.0,782.0,900.0
252000,8,3,1953,3,3.0,1043.0,1082.0
241000,7,3,1550,3,2.0,438.0,1092.0
264500,8,3,1836,3,2.0,517.0,1836.0
291000,7,3,1662,4,3.0,711.0,1652.0
263000,7,3,2094,3,2.0,615.0,912.0
185000,7,3,1221,3,2.0,400.0,1221.0
234500,7,3,1553,3,2.0,588.0,1553.0
209000,7,3,1653,3,2.0,628.0,812.0
159000,7,3,1218,3,2.0,576.0,1218.0
152000,7,3,1141,3,2.0,484.0,1141.0
193000,7,3,1812,3,2.0,478.0,835.0
203000,8,3,1512,3,3.0,845.0,1512.0
159000,7,3,1114,3,2.0,576.0,1114.0
153000,5,2,1114,3,2.0,576.0,1114.0
224243,7,3,1450,3,3.0,788.0,1450.0
220000,7,3,2122,3,2.0,559.0,913.0
257000,8,3,1844,3,2.0,620.0,1844.0
189000,7,3,1434,3,2.0,527.0,1454.0
171500,6,3,1730,3,2.0,528.0,816.0
120000,6,2,1217,2,1.0,288.0,626.0
145000,6,3,1332,3,2.0,542.0,1332.0
184000,7,3,1540,3,2.0,495.0,754.0
160000,6,2,1882,2,2.0,612.0,0.0
82000,4,1,841,2,1.0,294.0,721.0
76000,6,2,784,2,2.0,360.0,784.0
110000,5,2,980,2,2.0,400.0,980.0
135000,5,2,980,2,2.0,484.0,980.0
131400,5,2,1144,2,1.0,264.0,864.0
62383,5,2,864,2,1.0,360.0,864.0
123000,5,2,912,2,1.0,252.0,912.0
280750,7,3,3005,3,3.0,704.0,1376.0
164500,6,3,1224,3,2.0,528.0,612.0
173733,6,3,1224,3,2.0,528.0,612.0
172500,6,2,1471,2,2.0,440.0,729.0
180000,6,3,1512,3,2.0,440.0,756.0
156000,7,3,1452,3,2.0,506.0,691.0
172500,8,3,1739,3,2.0,480.0,970.0
211500,8,3,1226,3,2.0,484.0,1226.0
241600,7,3,1740,3,2.0,540.0,1740.0
180500,8,3,2499,2,2.0,527.0,392.0
154000,6,2,1556,2,2.0,441.0,727.0
256900,6,2,2640,3,2.0,515.0,932.0
163000,5,2,1336,2,2.0,502.0,1288.0
113000,6,2,1216,2,1.0,336.0,1216.0
167900,6,2,1334,2,2.0,630.0,1350.0
213250,7,3,1680,3,2.0,583.0,1650.0
227000,8,3,1665,3,2.0,528.0,810.0
130000,5,2,864,2,1.0,312.0,864.0
143000,5,2,1568,2,2.0,440.0,1568.0
117500,5,2,925,2,1.0,429.0,925.0
168500,7,2,2061,2,2.0,498.0,1165.0
141500,4,2,894,2,2.0,396.0,894.0
118000,5,2,864,2,1.0,308.0,864.0
127500,6,2,864,2,1.0,300.0,864.0
110000,5,2,1776,2,3.0,888.0,1584.0
167000,6,2,1516,2,2.0,472.0,1516.0
153000,5,2,1313,3,2.0,610.0,1313.0
145100,5,2,1292,2,2.0,520.0,1292.0
124500,5,2,1041,2,1.0,270.0,1041.0
174500,6,2,1576,3,2.0,368.0,1208.0
122000,5,2,960,2,1.0,330.0,960.0
149500,6,2,1505,2,2.0,505.0,1505.0
175000,6,3,1691,2,2.0,550.0,1680.0
167000,6,2,1644,2,2.0,418.0,1416.0
128900,5,2,1050,2,1.0,338.0,1050.0
140000,6,2,1668,2,1.0,271.0,856.0
147000,5,3,1113,3,1.0,264.0,1113.0
124000,5,2,1584,2,3.0,792.0,1584.0
187500,6,2,1453,2,2.0,530.0,1453.0
256000,6,2,1567,3,2.0,542.0,1562.0
205000,7,2,1986,2,2.0,486.0,768.0
193500,6,2,2142,3,1.0,509.0,896.0
110000,6,2,1392,2,2.0,576.0,1392.0
150000,5,3,1144,2,1.0,286.0,1169.0
156500,6,2,1478,2,2.0,442.0,1478.0
149500,6,3,988,3,1.0,297.0,988.0
139000,6,2,1632,2,1.0,338.0,1240.0
155000,6,2,1215,2,1.0,297.0,1215.0
120000,5,2,1202,2,1.0,304.0,1202.0
153000,5,2,1382,3,1.0,350.0,1382.0
144000,4,2,1200,2,1.0,294.0,1200.0
176000,6,2,1382,2,2.0,884.0,1362.0
153000,5,2,1297,2,2.0,498.0,1297.0
135000,5,2,1866,2,2.0,495.0,1866.0
131000,6,2,1062,2,1.0,297.0,1062.0
123000,5,2,1319,2,1.0,270.0,608.0
126000,5,2,1112,2,2.0,480.0,631.0
115000,4,2,1005,1,2.0,672.0,1005.0
164900,5,3,1363,2,1.0,288.0,1008.0
113000,5,2,793,1,1.0,240.0,793.0
145500,5,3,1031,3,1.0,230.0,1031.0
102900,5,2,1210,2,1.0,616.0,0.0
95000,3,2,1699,2,2.0,420.0,978.0
152500,7,2,1527,2,2.0,410.0,699.0
129900,5,2,1200,2,1.0,246.0,1200.0
132000,6,2,972,2,1.0,240.0,972.0
99900,3,2,792,2,1.0,366.0,792.0
135000,5,2,1656,2,1.0,180.0,660.0
149000,5,2,1352,3,2.0,720.0,676.0
114000,4,3,1039,2,1.0,281.0,405.0
109500,5,3,792,3,1.0,240.0,768.0
125000,5,2,1078,4,1.0,264.0,1054.0
142900,4,2,2377,3,2.0,528.0,1313.0
156500,7,3,1690,3,2.0,624.0,560.0
105000,4,1,1374,2,1.0,338.0,840.0
106000,5,2,846,3,2.0,576.0,720.0
78500,3,2,725,2,1.0,320.0,630.0
190000,6,2,2544,2,3.0,907.0,1248.0
154000,6,2,1380,2,1.0,364.0,1380.0
163000,6,1,1040,2,2.0,480.0,1040.0
200000,5,2,2634,2,4.0,968.0,1248.0
143500,6,3,951,3,2.0,480.0,951.0
135000,6,2,1105,2,1.0,308.0,1105.0
153000,5,2,1306,2,1.0,756.0,992.0
113500,6,2,1142,2,1.0,384.0,160.0
133000,5,3,1268,2,1.0,288.0,832.0
92900,3,2,1040,2,2.0,400.0,0.0
128500,6,2,1133,2,2.0,900.0,795.0
90000,4,2,1040,2,2.0,420.0,0.0
138000,5,2,1904,2,1.0,240.0,1208.0
128000,5,2,1041,2,1.0,294.0,1041.0
139000,5,2,1339,2,1.0,294.0,1029.0
118900,5,2,732,2,1.0,240.0,732.0
138000,5,2,1183,2,1.0,288.0,528.0
132500,5,2,1148,2,1.0,672.0,1148.0
133500,4,2,1461,2,1.0,384.0,832.0
135000,6,2,1495,2,2.0,576.0,864.0
144750,6,2,1806,2,2.0,483.0,780.0
145000,5,2,941,3,2.0,564.0,941.0
127000,6,2,1045,2,1.0,264.0,1045.0
109500,5,2,894,2,1.0,308.0,894.0
110000,5,2,1230,2,2.0,440.0,440.0
128900,6,2,1378,3,1.0,162.0,901.0
103500,6,2,1944,2,2.0,324.0,972.0
66500,5,2,1131,2,1.0,200.0,676.0
130000,5,2,1306,3,2.0,472.0,240.0
150000,5,2,1558,2,2.0,400.0,690.0
107500,5,2,2372,2,1.0,432.0,994.0
124500,5,2,1960,2,2.0,400.0,960.0
135000,7,2,1389,2,1.0,240.0,651.0
93000,4,1,936,2,2.0,576.0,936.0
129500,5,2,1328,2,1.0,308.0,768.0
93000,5,2,1387,3,1.0,256.0,811.0
80000,4,2,861,2,2.0,288.0,861.0
45000,2,2,612,2,1.0,308.0,0.0
91300,5,2,886,2,1.0,273.0,190.0
99500,5,3,792,2,1.0,287.0,624.0
87500,4,3,1510,3,2.0,720.0,677.0
110000,5,2,1284,2,1.0,240.0,720.0
106000,5,2,2138,2,2.0,360.0,849.0
265979,7,3,2640,3,4.0,864.0,1240.0
160000,6,2,2007,4,1.0,357.0,917.0
119000,6,2,1288,4,1.0,280.0,624.0
168000,8,3,1742,3,2.0,424.0,916.0
